,id,class
113,10113,0.0
114,10114,0.0
115,10115,0.0
116,10116,0.0
117,10117,0.0
118,10118,0.0
119,10119,0.0
120,10120,0.0
121,10121,0.0
122,10122,0.0
123,10123,0.0
124,10124,0.0
125,10125,0.0
126,10126,0.0
127,10127,0.0
128,10128,0.0
129,10129,0.0
130,10130,0.0
131,10131,0.0
132,10132,0.0
133,10133,0.0
134,10134,0.0
135,10135,0.0
136,10136,0.0
137,10137,0.0
138,10138,0.0
139,10139,0.0
140,10140,0.0
141,10141,0.0
142,10142,0.0
143,10143,0.0
144,10144,0.0
145,10145,0.0
146,10146,0.0
147,10147,0.0
148,10148,0.0
149,10149,0.0
150,10150,0.0
151,10151,0.0
152,10152,0.0
153,10153,0.0
154,10154,0.0
155,10155,0.0
156,10156,0.0
157,10157,0.0
158,10158,0.0
159,10159,0.0
160,10160,0.0
161,10161,0.0
162,10162,0.0
163,10163,0.0
164,10164,0.0
165,10165,0.0
166,10166,0.0
167,10167,0.0
168,10168,0.0
169,10169,0.0
170,10170,0.0
171,10171,0.0
172,10172,0.0
173,10173,0.0
174,10174,0.0
175,10175,0.0
176,10176,0.0
177,10177,0.0
178,10178,0.0
179,10179,0.0
180,10180,0.0
181,10181,0.0
182,10182,0.0
183,10183,0.0
184,10184,0.0
185,10185,0.0
186,10186,0.0
187,10187,0.0
188,10188,0.0
189,10189,0.0
190,10190,0.0
191,10191,0.0
192,10192,0.0
193,10193,0.0
194,10194,0.0
195,10195,0.0
196,10196,0.0
197,10197,0.0
198,10198,0.0
199,10199,0.0
200,10200,0.0
201,10201,0.0
202,10202,0.0
203,10203,0.0
204,10204,0.0
205,10205,0.0
206,10206,0.0
207,10207,0.0
208,10208,0.0
209,10209,0.0
210,10210,0.0
211,10211,0.0
212,10212,0.0
213,10213,0.0
214,10214,0.0
215,10215,0.0
216,10216,0.0
217,10217,0.0
218,10218,0.0
219,10219,0.0
220,10220,0.0
221,10221,0.0
222,10222,0.0
223,10223,0.0
224,10224,0.0
225,10225,0.0
226,10226,0.0
227,10227,0.0
228,10228,0.0
229,10229,0.0
230,10230,0.0
231,10231,0.0
232,10232,0.0
233,10233,0.0
234,10234,0.0
235,10235,0.0
236,10236,0.0
237,10237,0.0
238,10238,0.0
239,10239,0.0
240,10240,0.0
241,10241,0.0
242,10242,0.0
243,10243,0.0
244,10244,0.0
245,10245,0.0
246,10246,0.0
247,10247,0.0
248,10248,0.0
249,10249,0.0
250,10250,0.0
251,10251,0.0
252,10252,0.0
253,10253,0.0
254,10254,0.0
255,10255,0.0
256,10256,0.0
257,10257,0.0
258,10258,0.0
259,10259,0.0
260,10260,0.0
261,10261,0.0
262,10262,0.0
263,10263,0.0
264,10264,0.0
265,10265,0.0
266,10266,0.0
267,10267,0.0
268,10268,0.0
269,10269,0.0
270,10270,0.0
271,10271,0.0
272,10272,0.0
273,10273,0.0
274,10274,0.0
275,10275,0.0
276,10276,0.0
277,10277,0.0
278,10278,0.0
279,10279,0.0
280,10280,0.0
281,10281,0.0
282,10282,0.0
283,10283,0.0
284,10284,0.0
285,10285,0.0
286,10286,0.0
287,10287,0.0
288,10288,0.0
289,10289,0.0
290,10290,0.0
291,10291,0.0
292,10292,0.0
293,10293,0.0
294,10294,0.0
295,10295,0.0
296,10296,0.0
297,10297,0.0
298,10298,0.0
299,10299,0.0
300,10300,0.0
301,10301,0.0
302,10302,0.0
303,10303,0.0
304,10304,0.0
305,10305,0.0
306,10306,0.0
307,10307,0.0
308,10308,0.0
309,10309,0.0
310,10310,0.0
311,10311,0.0
312,10312,0.0
313,10313,0.0
314,10314,0.0
315,10315,0.0
316,10316,0.0
317,10317,0.0
318,10318,0.0
319,10319,0.0
320,10320,0.0
321,10321,0.0
322,10322,0.0
323,10323,0.0
324,10324,0.0
325,10325,0.0
326,10326,0.0
327,10327,0.0
328,10328,0.0
329,10329,0.0
330,10330,0.0
331,10331,0.0
332,10332,0.0
333,10333,0.0
334,10334,0.0
335,10335,0.0
336,10336,0.0
337,10337,0.0
338,10338,0.0
339,10339,0.0
340,10340,0.0
341,10341,0.0
342,10342,0.0
343,10343,0.0
344,10344,0.0
345,10345,0.0
346,10346,0.0
347,10347,0.0
348,10348,0.0
349,10349,0.0
350,10350,0.0
351,10351,0.0
352,10352,0.0
353,10353,0.0
354,10354,0.0
355,10355,0.0
356,10356,0.0
357,10357,0.0
358,10358,0.0
359,10359,0.0
360,10360,0.0
361,10361,0.0
362,10362,0.0
363,10363,0.0
364,10364,0.0
365,10365,0.0
366,10366,0.0
367,10367,0.0
368,10368,0.0
369,10369,0.0
370,10370,0.0
371,10371,0.0
372,10372,0.0
373,10373,0.0
374,10374,0.0
375,10375,0.0
376,10376,0.0
377,10377,0.0
378,10378,0.0
379,10379,0.0
380,10380,0.0
381,10381,0.0
382,10382,0.0
383,10383,0.0
384,10384,0.0
385,10385,0.0
386,10386,0.0
387,10387,0.0
388,10388,0.0
389,10389,0.0
390,10390,0.0
391,10391,0.0
392,10392,0.0
393,10393,0.0
394,10394,0.0
395,10395,0.0
396,10396,0.0
397,10397,0.0
398,10398,0.0
399,10399,0.0
400,10400,0.0
401,10401,0.0
402,10402,0.0
403,10403,0.0
404,10404,0.0
405,10405,0.0
406,10406,0.0
407,10407,0.0
408,10408,0.0
409,10409,0.0
410,10410,0.0
411,10411,0.0
412,10412,0.0
413,10413,0.0
414,10414,0.0
415,10415,0.0
416,10416,0.0
417,10417,0.0
418,10418,0.0
419,10419,0.0
420,10420,0.0
421,10421,0.0
422,10422,0.0
423,10423,0.0
424,10424,0.0
425,10425,0.0
426,10426,0.0
427,10427,0.0
428,10428,0.0
429,10429,0.0
430,10430,0.0
431,10431,0.0
432,10432,0.0
433,10433,0.0
434,10434,0.0
435,10435,0.0
436,10436,0.0
437,10437,0.0
438,10438,0.0
439,10439,0.0
440,10440,0.0
441,10441,0.0
442,10442,0.0
443,10443,0.0
444,10444,0.0
445,10445,0.0
446,10446,0.0
447,10447,0.0
448,10448,0.0
449,10449,0.0
450,10450,0.0
451,10451,0.0
452,10452,0.0
453,10453,0.0
454,10454,0.0
455,10455,0.0
456,10456,0.0
457,10457,0.0
458,10458,0.0
459,10459,0.0
460,10460,0.0
461,10461,0.0
462,10462,0.0
463,10463,0.0
464,10464,0.0
465,10465,0.0
466,10466,0.0
467,10467,0.0
468,10468,0.0
469,10469,0.0
470,10470,0.0
471,10471,0.0
472,10472,0.0
473,10473,0.0
474,10474,0.0
475,10475,0.0
476,10476,0.0
477,10477,0.0
478,10478,0.0
479,10479,0.0
480,10480,0.0
481,10481,0.0
482,10482,0.0
483,10483,0.0
484,10484,0.0
485,10485,0.0
486,10486,0.0
487,10487,0.0
488,10488,0.0
489,10489,0.0
490,10490,0.0
491,10491,0.0
492,10492,0.0
493,10493,0.0
494,10494,0.0
495,10495,0.0
496,10496,0.0
497,10497,0.0
498,10498,0.0
499,10499,0.0
500,10500,0.0
501,10501,0.0
502,10502,0.0
503,10503,0.0
504,10504,0.0
505,10505,0.0
506,10506,0.0
507,10507,0.0
508,10508,0.0
509,10509,0.0
510,10510,0.0
511,10511,0.0
512,10512,0.0
513,10513,0.0
514,10514,0.0
515,10515,0.0
516,10516,0.0
517,10517,0.0
518,10518,0.0
519,10519,0.0
520,10520,0.0
521,10521,0.0
522,10522,0.0
523,10523,0.0
524,10524,0.0
525,10525,0.0
526,10526,0.0
527,10527,0.0
528,10528,0.0
529,10529,0.0
530,10530,0.0
531,10531,0.0
532,10532,0.0
533,10533,0.0
534,10534,0.0
535,10535,0.0
536,10536,0.0
537,10537,0.0
538,10538,0.0
539,10539,0.0
540,10540,0.0
541,10541,0.0
542,10542,0.0
543,10543,0.0
544,10544,0.0
545,10545,0.0
546,10546,0.0
547,10547,0.0
548,10548,0.0
549,10549,0.0
550,10550,0.0
551,10551,0.0
552,10552,0.0
553,10553,0.0
554,10554,0.0
555,10555,0.0
556,10556,0.0
557,10557,0.0
558,10558,0.0
559,10559,0.0
560,10560,0.0
561,10561,0.0
562,10562,0.0
563,10563,0.0
564,10564,0.0
565,10565,0.0
566,10566,0.0
567,10567,0.0
568,10568,0.0
569,10569,0.0
570,10570,0.0
571,10571,0.0
572,10572,0.0
573,10573,0.0
574,10574,0.0
575,10575,0.0
576,10576,0.0
577,10577,0.0
578,10578,0.0
579,10579,0.0
580,10580,0.0
581,10581,0.0
582,10582,0.0
583,10583,0.0
584,10584,0.0
585,10585,0.0
586,10586,0.0
587,10587,0.0
588,10588,0.0
589,10589,0.0
590,10590,0.0
591,10591,0.0
592,10592,0.0
593,10593,0.0
594,10594,0.0
595,10595,0.0
596,10596,0.0
597,10597,0.0
598,10598,0.0
599,10599,0.0
600,10600,0.0
601,10601,0.0
602,10602,0.0
603,10603,0.0
604,10604,0.0
605,10605,0.0
606,10606,0.0
607,10607,0.0
608,10608,0.0
609,10609,0.0
610,10610,0.0
611,10611,0.0
612,10612,0.0
613,10613,0.0
614,10614,0.0
615,10615,0.0
616,10616,0.0
617,10617,0.0
618,10618,0.0
619,10619,0.0
620,10620,0.0
621,10621,0.0
622,10622,0.0
623,10623,0.0
624,10624,0.0
625,10625,0.0
626,10626,0.0
627,10627,0.0
628,10628,0.0
629,10629,0.0
630,10630,0.0
631,10631,0.0
632,10632,0.0
633,10633,0.0
634,10634,0.0
635,10635,0.0
636,10636,0.0
637,10637,0.0
638,10638,0.0
639,10639,0.0
640,10640,0.0
641,10641,0.0
642,10642,0.0
643,10643,0.0
644,10644,0.0
645,10645,0.0
646,10646,0.0
647,10647,0.0
648,10648,0.0
649,10649,0.0
650,10650,0.0
651,10651,0.0
652,10652,0.0
653,10653,0.0
654,10654,0.0
655,10655,0.0
656,10656,0.0
657,10657,0.0
658,10658,0.0
659,10659,0.0
660,10660,0.0
661,10661,0.0
662,10662,0.0
663,10663,0.0
664,10664,0.0
665,10665,0.0
666,10666,0.0
667,10667,0.0
668,10668,0.0
669,10669,0.0
670,10670,0.0
671,10671,0.0
672,10672,0.0
673,10673,0.0
674,10674,0.0
675,10675,0.0
676,10676,0.0
677,10677,0.0
678,10678,0.0
679,10679,0.0
680,10680,0.0
681,10681,0.0
682,10682,0.0
683,10683,0.0
684,10684,0.0
685,10685,0.0
686,10686,0.0
687,10687,0.0
688,10688,0.0
689,10689,0.0
690,10690,0.0
691,10691,0.0
692,10692,0.0
693,10693,0.0
694,10694,0.0
695,10695,0.0
696,10696,0.0
697,10697,0.0
698,10698,0.0
699,10699,0.0
700,10700,0.0
701,10701,0.0
702,10702,0.0
703,10703,0.0
704,10704,0.0
705,10705,0.0
706,10706,0.0
707,10707,0.0
708,10708,0.0
709,10709,0.0
710,10710,0.0
711,10711,0.0
712,10712,0.0
713,10713,0.0
714,10714,0.0
715,10715,0.0
716,10716,0.0
717,10717,0.0
718,10718,0.0
719,10719,0.0
720,10720,0.0
721,10721,0.0
722,10722,0.0
723,10723,0.0
724,10724,0.0
725,10725,0.0
726,10726,0.0
727,10727,0.0
728,10728,0.0
729,10729,0.0
730,10730,0.0
731,10731,0.0
732,10732,0.0
733,10733,0.0
734,10734,0.0
735,10735,0.0
736,10736,0.0
737,10737,0.0
738,10738,0.0
739,10739,0.0
740,10740,0.0
741,10741,0.0
742,10742,0.0
743,10743,0.0
744,10744,0.0
745,10745,0.0
746,10746,0.0
747,10747,0.0
748,10748,0.0
749,10749,0.0
750,10750,0.0
751,10751,0.0
752,10752,0.0
753,10753,0.0
754,10754,0.0
755,10755,0.0
756,10756,0.0
757,10757,0.0
758,10758,0.0
759,10759,0.0
760,10760,0.0
761,10761,0.0
762,10762,0.0
763,10763,0.0
764,10764,0.0
765,10765,0.0
766,10766,0.0
767,10767,0.0
768,10768,0.0
769,10769,0.0
770,10770,0.0
771,10771,0.0
772,10772,0.0
773,10773,0.0
774,10774,0.0
775,10775,0.0
776,10776,0.0
777,10777,0.0
778,10778,0.0
779,10779,0.0
780,10780,0.0
781,10781,0.0
782,10782,0.0
783,10783,0.0
784,10784,0.0
785,10785,0.0
786,10786,0.0
787,10787,0.0
788,10788,0.0
789,10789,0.0
790,10790,0.0
791,10791,0.0
792,10792,0.0
793,10793,0.0
794,10794,0.0
795,10795,0.0
796,10796,0.0
797,10797,0.0
798,10798,0.0
799,10799,0.0
800,10800,0.0
801,10801,0.0
802,10802,0.0
803,10803,0.0
804,10804,0.0
805,10805,0.0
806,10806,0.0
807,10807,0.0
808,10808,0.0
809,10809,0.0
810,10810,0.0
811,10811,0.0
812,10812,0.0
813,10813,0.0
814,10814,0.0
815,10815,0.0
816,10816,0.0
817,10817,0.0
818,10818,0.0
819,10819,0.0
820,10820,0.0
821,10821,0.0
822,10822,0.0
823,10823,0.0
824,10824,0.0
825,10825,0.0
826,10826,0.0
827,10827,0.0
828,10828,0.0
829,10829,0.0
830,10830,0.0
831,10831,0.0
832,10832,0.0
833,10833,0.0
834,10834,0.0
835,10835,0.0
836,10836,0.0
837,10837,0.0
838,10838,0.0
839,10839,0.0
840,10840,0.0
841,10841,0.0
842,10842,0.0
843,10843,0.0
844,10844,0.0
845,10845,0.0
846,10846,0.0
847,10847,0.0
848,10848,0.0
849,10849,0.0
850,10850,0.0
851,10851,0.0
852,10852,0.0
853,10853,0.0
854,10854,0.0
855,10855,0.0
856,10856,0.0
857,10857,0.0
858,10858,0.0
859,10859,0.0
860,10860,0.0
861,10861,0.0
862,10862,0.0
863,10863,0.0
864,10864,0.0
865,10865,0.0
866,10866,0.0
867,10867,0.0
868,10868,0.0
869,10869,0.0
870,10870,0.0
871,10871,0.0
872,10872,0.0
873,10873,0.0
874,10874,0.0
875,10875,0.0
876,10876,0.0
877,10877,0.0
878,10878,0.0
879,10879,0.0
880,10880,0.0
881,10881,0.0
882,10882,0.0
883,10883,0.0
884,10884,0.0
885,10885,0.0
886,10886,0.0
887,10887,0.0
888,10888,0.0
889,10889,0.0
890,10890,0.0
891,10891,0.0
892,10892,0.0
893,10893,0.0
894,10894,0.0
895,10895,0.0
896,10896,0.0
897,10897,0.0
898,10898,0.0
899,10899,0.0
900,10900,0.0
901,10901,0.0
902,10902,0.0
903,10903,0.0
904,10904,0.0
905,10905,0.0
906,10906,0.0
907,10907,0.0
908,10908,0.0
909,10909,0.0
910,10910,0.0
911,10911,0.0
912,10912,0.0
913,10913,0.0
914,10914,0.0
915,10915,0.0
916,10916,0.0
917,10917,0.0
918,10918,0.0
919,10919,0.0
920,10920,0.0
921,10921,0.0
922,10922,0.0
923,10923,0.0
924,10924,0.0
925,10925,0.0
926,10926,0.0
927,10927,0.0
928,10928,0.0
929,10929,0.0
930,10930,0.0
931,10931,0.0
932,10932,0.0
933,10933,0.0
934,10934,0.0
935,10935,0.0
936,10936,0.0
937,10937,0.0
938,10938,0.0
939,10939,0.0
940,10940,0.0
941,10941,0.0
942,10942,0.0
943,10943,0.0
944,10944,0.0
945,10945,0.0
946,10946,0.0
947,10947,0.0
948,10948,0.0
949,10949,0.0
950,10950,0.0
951,10951,0.0
952,10952,0.0
953,10953,0.0
954,10954,0.0
955,10955,0.0
956,10956,0.0
957,10957,0.0
958,10958,0.0
959,10959,0.0
960,10960,0.0
961,10961,0.0
962,10962,0.0
963,10963,0.0
964,10964,0.0
965,10965,0.0
966,10966,0.0
967,10967,0.0
968,10968,0.0
969,10969,0.0
970,10970,0.0
971,10971,0.0
972,10972,0.0
973,10973,0.0
974,10974,0.0
975,10975,0.0
976,10976,0.0
977,10977,0.0
978,10978,0.0
979,10979,0.0
980,10980,0.0
981,10981,0.0
982,10982,0.0
983,10983,0.0
984,10984,0.0
985,10985,0.0
986,10986,0.0
987,10987,0.0
988,10988,0.0
989,10989,0.0
990,10990,0.0
991,10991,0.0
992,10992,0.0
993,10993,0.0
994,10994,0.0
995,10995,0.0
996,10996,0.0
997,10997,0.0
998,10998,0.0
999,10999,0.0
1000,11000,0.0
1001,11001,0.0
1002,11002,0.0
1003,11003,0.0
1004,11004,0.0
1005,11005,0.0
1006,11006,0.0
1007,11007,0.0
1008,11008,0.0
1009,11009,0.0
1010,11010,0.0
1011,11011,0.0
1012,11012,0.0
1013,11013,0.0
1014,11014,0.0
1015,11015,0.0
1016,11016,0.0
1017,11017,0.0
1018,11018,0.0
1019,11019,0.0
1020,11020,0.0
1021,11021,0.0
1022,11022,0.0
1023,11023,0.0
1024,11024,0.0
1025,11025,0.0
1026,11026,0.0
1027,11027,0.0
1028,11028,0.0
1029,11029,0.0
1030,11030,0.0
1031,11031,0.0
1032,11032,0.0
1033,11033,0.0
1034,11034,0.0
1035,11035,0.0
1036,11036,0.0
1037,11037,0.0
1038,11038,0.0
1039,11039,0.0
1040,11040,0.0
1041,11041,0.0
1042,11042,0.0
1043,11043,0.0
1044,11044,0.0
1045,11045,0.0
1046,11046,0.0
1047,11047,0.0
1048,11048,0.0
1049,11049,0.0
1050,11050,0.0
1051,11051,0.0
1052,11052,0.0
1053,11053,0.0
1054,11054,0.0
1055,11055,0.0
1056,11056,0.0
1057,11057,0.0
1058,11058,0.0
1059,11059,0.0
1060,11060,0.0
1061,11061,0.0
1062,11062,0.0
1063,11063,0.0
1064,11064,0.0
1065,11065,0.0
1066,11066,0.0
1067,11067,0.0
1068,11068,0.0
1069,11069,0.0
1070,11070,0.0
1071,11071,0.0
1072,11072,0.0
1073,11073,0.0
1074,11074,0.0
1075,11075,0.0
1076,11076,0.0
1077,11077,0.0
1078,11078,0.0
1079,11079,0.0
1080,11080,0.0
1081,11081,0.0
1082,11082,0.0
1083,11083,0.0
1084,11084,0.0
1085,11085,0.0
1086,11086,0.0
1087,11087,0.0
1088,11088,0.0
1089,11089,0.0
1090,11090,0.0
1091,11091,0.0
1092,11092,0.0
1093,11093,0.0
1094,11094,0.0
1095,11095,0.0
1096,11096,0.0
1097,11097,0.0
1098,11098,0.0
1099,11099,0.0
1100,11100,0.0
1101,11101,0.0
1102,11102,0.0
1103,11103,0.0
1104,11104,0.0
1105,11105,0.0
1106,11106,0.0
1107,11107,0.0
1108,11108,0.0
1109,11109,0.0
1110,11110,0.0
1111,11111,0.0
1112,11112,0.0
1113,11113,0.0
1114,11114,0.0
1115,11115,0.0
1116,11116,0.0
1117,11117,0.0
1118,11118,0.0
1119,11119,0.0
1120,11120,0.0
1121,11121,0.0
1122,11122,0.0
1123,11123,0.0
1124,11124,0.0
1125,11125,0.0
1126,11126,0.0
1127,11127,0.0
1128,11128,0.0
1129,11129,0.0
1130,11130,0.0
1131,11131,0.0
1132,11132,0.0
1133,11133,0.0
1134,11134,0.0
1135,11135,0.0
1136,11136,0.0
1137,11137,0.0
1138,11138,0.0
1139,11139,0.0
1140,11140,0.0
1141,11141,0.0
1142,11142,0.0
1143,11143,0.0
1144,11144,0.0
1145,11145,0.0
1146,11146,0.0
1147,11147,0.0
1148,11148,0.0
1149,11149,0.0
1150,11150,0.0
1151,11151,0.0
1152,11152,0.0
1153,11153,0.0
1154,11154,0.0
1155,11155,0.0
1156,11156,0.0
1157,11157,0.0
1158,11158,0.0
1159,11159,0.0
1160,11160,0.0
1161,11161,0.0
1162,11162,0.0
1163,11163,0.0
1164,11164,0.0
1165,11165,0.0
1166,11166,0.0
1167,11167,0.0
1168,11168,0.0
1169,11169,0.0
1170,11170,0.0
1171,11171,0.0
1172,11172,0.0
1173,11173,0.0
1174,11174,0.0
1175,11175,0.0
1176,11176,0.0
1177,11177,0.0
1178,11178,0.0
1179,11179,0.0
1180,11180,0.0
1181,11181,0.0
1182,11182,0.0
1183,11183,0.0
1184,11184,0.0
1185,11185,0.0
1186,11186,0.0
1187,11187,0.0
1188,11188,0.0
1189,11189,0.0
1190,11190,0.0
1191,11191,0.0
1192,11192,0.0
1193,11193,0.0
1194,11194,0.0
1195,11195,0.0
1196,11196,0.0
1197,11197,0.0
1198,11198,0.0
1199,11199,0.0
1200,11200,0.0
1201,11201,0.0
1202,11202,0.0
1203,11203,0.0
1204,11204,0.0
1205,11205,0.0
1206,11206,0.0
1207,11207,0.0
1208,11208,0.0
1209,11209,0.0
1210,11210,0.0
1211,11211,0.0
1212,11212,0.0
1213,11213,0.0
1214,11214,0.0
1215,11215,0.0
1216,11216,0.0
1217,11217,0.0
1218,11218,0.0
1219,11219,0.0
1220,11220,0.0
1221,11221,0.0
1222,11222,0.0
1223,11223,0.0
1224,11224,0.0
1225,11225,0.0
1226,11226,0.0
1227,11227,0.0
1228,11228,0.0
1229,11229,0.0
1230,11230,0.0
1231,11231,0.0
1232,11232,0.0
1233,11233,0.0
1234,11234,0.0
1235,11235,0.0
1236,11236,0.0
1237,11237,0.0
1238,11238,0.0
1239,11239,0.0
1240,11240,0.0
1241,11241,0.0
1242,11242,0.0
1243,11243,0.0
1244,11244,0.0
1245,11245,0.0
1246,11246,0.0
1247,11247,0.0
1248,11248,0.0
1249,11249,0.0
1250,11250,0.0
1251,11251,0.0
1252,11252,0.0
1253,11253,0.0
1254,11254,0.0
1255,11255,0.0
1256,11256,0.0
1257,11257,0.0
1258,11258,0.0
1259,11259,0.0
1260,11260,0.0
1261,11261,0.0
1262,11262,0.0
1263,11263,0.0
1264,11264,0.0
1265,11265,0.0
1266,11266,0.0
1267,11267,0.0
1268,11268,0.0
1269,11269,0.0
1270,11270,0.0
1271,11271,0.0
1272,11272,0.0
1273,11273,0.0
1274,11274,0.0
1275,11275,0.0
1276,11276,0.0
1277,11277,0.0
1278,11278,0.0
1279,11279,0.0
1280,11280,0.0
1281,11281,0.0
1282,11282,0.0
1283,11283,0.0
1284,11284,0.0
1285,11285,0.0
1286,11286,0.0
1287,11287,0.0
1288,11288,0.0
1289,11289,0.0
1290,11290,0.0
1291,11291,0.0
1292,11292,0.0
1293,11293,0.0
1294,11294,0.0
1295,11295,0.0
1296,11296,0.0
1297,11297,0.0
1298,11298,0.0
1299,11299,0.0
1300,11300,0.0
1301,11301,0.0
1302,11302,0.0
1303,11303,0.0
1304,11304,0.0
1305,11305,0.0
1306,11306,0.0
1307,11307,0.0
1308,11308,0.0
1309,11309,0.0
1310,11310,0.0
1311,11311,0.0
1312,11312,0.0
1313,11313,0.0
1314,11314,0.0
1315,11315,0.0
1316,11316,0.0
1317,11317,0.0
1318,11318,0.0
1319,11319,0.0
1320,11320,0.0
1321,11321,0.0
1322,11322,0.0
1323,11323,0.0
1324,11324,0.0
1325,11325,0.0
1326,11326,0.0
1327,11327,0.0
1328,11328,0.0
1329,11329,0.0
1330,11330,0.0
1331,11331,0.0
1332,11332,0.0
1333,11333,0.0
1334,11334,0.0
1335,11335,0.0
1336,11336,0.0
1337,11337,0.0
1338,11338,0.0
1339,11339,0.0
1340,11340,0.0
1341,11341,0.0
1342,11342,0.0
1343,11343,0.0
1344,11344,0.0
1345,11345,0.0
1346,11346,0.0
1347,11347,0.0
1348,11348,0.0
1349,11349,0.0
1350,11350,0.0
1351,11351,0.0
1352,11352,0.0
1353,11353,0.0
1354,11354,0.0
1355,11355,0.0
1356,11356,0.0
1357,11357,0.0
1358,11358,0.0
1359,11359,0.0
1360,11360,0.0
1361,11361,0.0
1362,11362,0.0
1363,11363,0.0
1364,11364,0.0
1365,11365,0.0
1366,11366,0.0
1367,11367,0.0
1368,11368,0.0
1369,11369,0.0
1370,11370,0.0
1371,11371,0.0
1372,11372,0.0
1373,11373,0.0
1374,11374,0.0
1375,11375,0.0
1376,11376,0.0
1377,11377,0.0
1378,11378,0.0
1379,11379,0.0
1380,11380,0.0
1381,11381,0.0
1382,11382,0.0
1383,11383,0.0
1384,11384,0.0
1385,11385,0.0
1386,11386,0.0
1387,11387,0.0
1388,11388,0.0
1389,11389,0.0
1390,11390,0.0
1391,11391,0.0
1392,11392,0.0
1393,11393,0.0
1394,11394,0.0
1395,11395,0.0
1396,11396,0.0
1397,11397,0.0
1398,11398,0.0
1399,11399,0.0
1400,11400,0.0
1401,11401,0.0
1402,11402,0.0
1403,11403,0.0
1404,11404,0.0
1405,11405,0.0
1406,11406,0.0
1407,11407,0.0
1408,11408,0.0
1409,11409,0.0
1410,11410,0.0
1411,11411,0.0
1412,11412,0.0
1413,11413,0.0
1414,11414,0.0
1415,11415,0.0
1416,11416,0.0
1417,11417,0.0
1418,11418,0.0
1419,11419,0.0
1420,11420,0.0
1421,11421,0.0
1422,11422,0.0
1423,11423,0.0
1424,11424,0.0
1425,11425,0.0
1426,11426,0.0
1427,11427,0.0
1428,11428,0.0
1429,11429,0.0
1430,11430,0.0
1431,11431,0.0
1432,11432,0.0
1433,11433,0.0
1434,11434,0.0
1435,11435,0.0
1436,11436,0.0
1437,11437,0.0
1438,11438,0.0
1439,11439,0.0
1440,11440,0.0
1441,11441,0.0
1442,11442,0.0
1443,11443,0.0
1444,11444,0.0
1445,11445,0.0
1446,11446,0.0
1447,11447,0.0
1448,11448,0.0
1449,11449,0.0
1450,11450,0.0
1451,11451,0.0
1452,11452,0.0
1453,11453,0.0
1454,11454,0.0
1455,11455,0.0
1456,11456,0.0
1457,11457,0.0
1458,11458,0.0
1459,11459,0.0
1460,11460,0.0
1461,11461,0.0
1462,11462,0.0
1463,11463,0.0
1464,11464,0.0
1465,11465,0.0
1466,11466,0.0
1467,11467,0.0
1468,11468,0.0
1469,11469,0.0
1470,11470,0.0
1471,11471,0.0
1472,11472,0.0
1473,11473,0.0
1474,11474,0.0
1475,11475,0.0
1476,11476,0.0
1477,11477,0.0
1478,11478,0.0
1479,11479,0.0
1480,11480,0.0
1481,11481,0.0
1482,11482,0.0
1483,11483,0.0
1484,11484,0.0
1485,11485,0.0
1486,11486,0.0
1487,11487,0.0
1488,11488,0.0
1489,11489,0.0
1490,11490,0.0
1491,11491,0.0
1492,11492,0.0
1493,11493,0.0
1494,11494,0.0
1495,11495,0.0
1496,11496,0.0
1497,11497,0.0
1498,11498,0.0
1499,11499,0.0
